id_solicitante,produto_solicitado,dia_vencimento,forma_envio_solicitacao,tipo_endereco,sexo,idade,estado_civil,qtde_dependentes,grau_instrucao,nacionalidade,estado_onde_nasceu,estado_onde_reside,possui_telefone_residencial,codigo_area_telefone_residencial,tipo_residencia,meses_na_residencia,possui_telefone_celular,possui_email,renda_mensal_regular,renda_extra,possui_cartao_visa,possui_cartao_mastercard,possui_cartao_diners,possui_cartao_amex,possui_outros_cartoes,qtde_contas_bancarias,qtde_contas_bancarias_especiais,valor_patrimonio_pessoal,possui_carro,vinculo_formal_com_empresa,estado_onde_trabalha,possui_telefone_trabalho,codigo_area_telefone_trabalho,meses_no_trabalho,profissao,ocupacao,profissao_companheiro,grau_instrucao_companheiro,local_onde_reside,local_onde_trabalha
40471,1,20,internet,1,F,21,6,0,0,1,RN,RN,Y,105,2.0,2.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,594.0,594.0
40472,1,20,internet,1,F,37,2,0,0,1,PR,SP,Y,5,2.0,3.0,N,1,300.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,353.0,353.0
40473,1,15,presencial,1,F,34,1,0,0,1,SP,SP,Y,12,1.0,27.0,N,0,417.0,0.0,1,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,0.0,0.0,0.0,0.0,173.0,173.0
40474,1,5,presencial,1,M,27,1,0,0,1,PA,PA,Y,117,1.0,4.0,N,1,2575.0,0.0,1,1,0,0,0,1,1,0.0,1,Y,PA,Y,117,0,9.0,2.0,0.0,0.0,670.0,670.0
40475,1,15,internet,1,F,59,2,0,0,1,MG,RJ,N, ,1.0,28.0,N,1,798.0,500.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,230.0,230.0
40476,1,25,internet,1,M,28,1,0,0,1,PE,PE,Y,97,1.0,,N,1,1400.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,6.0,2.0,,,554.0,554.0
40477,1,15,presencial,1,M,54,2,0,0,1,MG,MG,N, ,1.0,3.0,N,0,500.0,0.0,0,0,0,0,0,1,1,15000.0,1,Y,MG,Y,32,0,9.0,2.0,0.0,0.0,382.0,382.0
40478,1,10,presencial,1,M,27,1,0,0,1,RN,RN,Y,105,5.0,15.0,N,0,604.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RN,Y,105,0,12.0,2.0,0.0,0.0,591.0,591.0
40479,1,5,internet,1,F,43,2,0,0,1,GO,GO,Y,67,,,N,1,1437.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,GO,Y,67,0,,,,,751.0,751.0
40480,1,25,internet,1,F,22,1,0,0,1,SP,GO,Y,67,1.0,5.0,N,1,1500.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,746.0,746.0
40481,1,20,internet,1,M,34,1,0,0,1,BA,SP,Y,5,1.0,8.0,N,1,782.0,0.0,0,0,0,0,0,0,0,30000.0,0,Y, ,N, ,0,9.0,1.0,,,995.0,995.0
40482,1,25,internet,1,M,27,2,0,0,1,PB,PB,Y,103,1.0,10.0,N,1,422.5,0.0,0,0,0,0,0,0,0,0.0,0,Y,PB,N, ,0,9.0,5.0,,3.0,582.0,582.0
40483,2,15,presencial,1,M,27,2,2,0,1,BA,BA,Y,84,4.0,14.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,454.0,454.0
40484,1,25,internet,1,F,49,1,0,0,1,BA,BA,Y,86,1.0,10.0,N,1,3000.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,5.0,,,441.0,441.0
40485,1,20,presencial,1,F,42,2,2,0,1,CE,CE,Y,107,1.0,1.0,N,1,394.0,0.0,0,0,0,0,0,0,0,0.0,0,N,CE,N, ,0,11.0,3.0,11.0,,605.0,605.0
40486,1,10,correio,1,F,71,3,0,0,1,PB,PB,Y,103,1.0,1.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,1.0,11.0,,580.0,580.0
40487,1,25,presencial,1,M,52,2,1,0,1,SP,SP,Y,5,2.0,2.0,N,1,1300.0,0.0,0,0,0,0,0,1,1,0.0,0,Y,SP,Y,5,0,9.0,5.0,,,671.0,671.0
40488,1,15,internet,1,F,40,2,3,0,1,CE,CE,Y,107,3.0,1.0,N,1,1537.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,CE,Y,107,0,11.0,2.0,11.0,,607.0,607.0
40489,2,10,correio,1,F,52,5,0,0,1,TO,TO,Y,68,1.0,1.0,N,1,1779.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,N, ,0,9.0,1.0,11.0,,774.0,774.0
40490,1,5,presencial,1,M,26,1,1,0,1,PE,PE,Y,97,1.0,14.0,N,1,345.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PE,Y,97,0,9.0,2.0,0.0,0.0,558.0,558.0
40491,1,25,internet,1,M,22,2,0,0,1,MS,MS,Y,75,1.0,18.0,N,1,584.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,MS,Y,75,0,10.0,2.0,,,791.0,791.0
40492,1,20,internet,1,F,42,1,3,0,1,MG,MG,N, ,,,N,1,700.0,0.0,0,0,0,0,0,0,0,0.0,0,N,MG,Y,32,0,2.0,4.0,,,383.0,383.0
40493,2,10,presencial,1,M,62,2,0,0,1,SP,SP,Y,12,1.0,1.0,N,1,1578.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,1.0,0.0,0.0,172.0,172.0
40494,2,15,internet,1,F,19,1,0,0,1,MG,MG,Y,32,,,N,1,400.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,384.0,384.0
40495,1,15,internet,1,M,19,1,0,0,1,PE,PE,Y,97,5.0,,N,1,950.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,548.0,548.0
40496,1,10,presencial,1,F,42,1,0,0,1,PB,RN,Y,105,1.0,20.0,N,0,457.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,5.0,0.0,0.0,591.0,591.0
40497,1,10,presencial,1,F,33,2,0,0,0, ,CE,Y,107,1.0,0.0,N,1,150.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,11.0,0.0,600.0,600.0
40498,1,25,presencial,1,M,26,1,0,0,1,MG,MG,N, ,1.0,0.0,N,1,525.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,Y,32,0,9.0,5.0,0.0,0.0,385.0,385.0
40499,1,10,presencial,1,M,30,1,0,0,0, ,SP,Y,5,1.0,0.0,N,1,558.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,Y,5,0,11.0,2.0,11.0,0.0,323.0,323.0
40500,1,20,presencial,1,F,60,2,1,0,0, ,PA,Y,117,1.0,0.0,N,1,437.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,11.0,1.0,11.0,0.0,660.0,660.0
40501,1,5,internet,1,F,44,2,0,0,1,RS,RS,Y,54,1.0,15.0,N,1,680.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Y,54,0,9.0,2.0,,,948.0,948.0
40502,1,5,internet,1,F,58,7,0,0,1,PE,PE,Y,97,1.0,3.0,N,1,2019.26,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,558.0,558.0
40503,2,5,internet,1,F,41,2,1,0,1,BA,BA,Y,84,1.0,12.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,454.0,454.0
40504,1,10,presencial,1,F,65,1,2,0,1,CE,CE,Y,107,2.0,2.0,N,0,1262.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,N, ,0,9.0,1.0,0.0,0.0,603.0,603.0
40505,1,10,presencial,1,M,56,2,0,0,1,SP,SP,Y,5,1.0,30.0,N,1,961.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,11.0,0.0,716.0,716.0
40506,7,10,internet,1,F,36,5,0,0,1,MG,MG,Y,33,1.0,2.0,N,1,513.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,374.0,374.0
40507,2,10,internet,1,F,65,2,2,0,1,BA,BA,Y,81,1.0,40.0,N,1,2000.0,0.0,0,1,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,428.0,428.0
40508,1,25,internet,1,F,35,2,0,0,1,CE,CE,Y,107,1.0,5.0,N,1,810.0,0.0,0,1,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,627.0,627.0
40509,2,15,internet,1,F,31,6,0,0,1,MG,MG,Y,33,1.0,8.0,N,1,650.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,371.0,371.0
40510,2,25,internet,1,F,38,1,2,0,1,RN,SP,Y,10,1.0,1.0,N,1,600.0,0.0,0,0,0,0,0,0,0,38000.0,0,N, ,N, ,0,,,,,113.0,113.0
40511,1,10,internet,1,F,66,2,0,0,1,RJ,RJ,Y,20,1.0,,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,217.0,217.0
40512,1,25,presencial,1,M,48,1,2,0,1,RS,RS,Y,58,1.0,7.0,N,0,1200.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,11.0,4.0,0.0,0.0,960.0,960.0
40513,1,15,internet,1,F,41,2,2,0,1,SP,SP,Y,5,1.0,4.0,N,1,836.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,814.0,814.0
40514,1,25,presencial,1,F,27,1,0,0,1,RS,RS,Y,58,1.0,3.0,N,0,360.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,RS,Y,58,0,9.0,2.0,0.0,0.0,961.0,961.0
40515,1,10,presencial,1,F,64,2,3,0,0, ,BA,Y,81,1.0,8.0,N,1,626.0,0.0,1,0,0,0,0,1,1,0.0,1,N, ,N, ,0,11.0,1.0,11.0,0.0,413.0,413.0
40516,1,15,presencial,1,M,65,1,0,0,1,AL,AL,Y,100,1.0,3.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,573.0,573.0
40517,1,20,internet,1,M,39,2,0,0,1,GO,GO,Y,66,1.0,8.0,N,1,1200.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,GO,N, ,0,9.0,4.0,,,738.0,738.0
40518,1,10,internet,1,M,38,1,0,0,1,RS,RS,Y,54,1.0,9.0,N,1,1066.14,0.0,1,0,0,0,0,0,0,0.0,0,N, ,Y,54,0,9.0,2.0,,,940.0,940.0
40519,1,15,internet,1,F,36,2,0,0,1,SP,SP,N, ,1.0,10.0,N,1,734.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,148.0,148.0
40520,1,1,internet,1,F,30,1,2,0,1,AP,AP,Y,123,1.0,2.0,N,1,390.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,AP,N, ,0,,2.0,,,689.0,689.0
40521,1,10,internet,1,M,70,2,0,0,1,SC,RS,Y,54,1.0,1.0,N,1,351.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,1.0,,,948.0,948.0
40522,7,10,internet,1,M,50,2,3,0,1,AL,BA,Y,86,1.0,22.0,N,1,646.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,486.0,486.0
40523,1,10,presencial,1,F,65,4,0,0,1,PE,PE,Y,97,1.0,1.0,N,0,1607.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,1.0,0.0,0.0,500.0,500.0
40524,1,10,internet,1,F,61,2,0,0,1,GO,GO,Y,66,1.0,5.0,N,1,290.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,737.0,737.0
40525,1,5,internet,1,M,77,4,0,0,1,CE,CE,N, ,1.0,13.0,N,1,237.15,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,600.0,600.0
40526,1,10,internet,1,F,66,1,0,0,1,AL,AL,Y,100,2.0,3.0,N,1,381.0,1000.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,570.0,570.0
40527,1,10,internet,1,F,57,5,0,0,1,MA,PI,N, ,3.0,2.0,N,1,1260.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PI,N, ,0,,2.0,,,642.0,642.0
40528,1,25,internet,1,F,47,3,0,0,1,SP,SP,N, ,1.0,20.0,N,1,1049.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,122.0,122.0
40529,1,5,internet,1,M,45,2,0,0,1,PA,PA,Y,117,1.0,10.0,N,1,579.0,675.0,1,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,668.0,668.0
40530,1,15,internet,1,F,62,4,0,0,1,RS,RS,N, ,1.0,1.0,N,1,272.0,350.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,960.0,960.0
40531,1,15,presencial,1,F,42,2,0,0,1,SP,SP,Y,5,1.0,0.0,N,1,650.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,750.0,750.0
40532,1,5,internet,1,F,48,5,0,0,1,RN,RN,Y,105,1.0,22.0,N,1,430.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,597.0,597.0
40533,1,5,presencial,1,F,45,2,0,0,1,CE,CE,Y,107,1.0,37.0,N,0,450.0,350.0,0,1,0,0,0,1,1,0.0,1,N, ,N, ,0,2.0,4.0,0.0,0.0,601.0,601.0
40534,1,15,presencial,1,F,58,7,0,0,1,RS,RS,N, ,1.0,4.0,N,0,288.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,Y,58,0,9.0,2.0,0.0,0.0,961.0,961.0
40535,1,5,internet,1,F,39,1,0,0,1,RS,RS,N, ,1.0,,N,1,535.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Y, ,0,11.0,2.0,,,949.0,949.0
40536,1,5,internet,1,M,62,2,0,0,1,CE,CE,Y,107,1.0,40.0,N,1,1223.35,0.0,0,0,0,0,0,0,0,0.0,0,Y,CE,Y,107,0,9.0,2.0,,,608.0,608.0
40537,1,15,presencial,1,M,42,2,0,0,1,CE,CE,Y,107,1.0,10.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,607.0,607.0
40538,1,25,internet,1,F,54,2,0,0,1,CE,CE,Y,112,1.0,6.0,N,1,172.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,623.0,623.0
40539,1,10,internet,1,M,76,1,0,0,1,CE,CE,Y,107,1.0,15.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,1.0,,,607.0,607.0
40540,1,10,presencial,1,M,71,2,0,0,1,CE,CE,N, ,1.0,5.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,1.0,16.0,3.0,601.0,601.0
40541,1,15,internet,1,F,71,2,0,0,1,RS,RS,Y,54,1.0,,N,1,812.35,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,935.0,935.0
40542,1,10,presencial,1,M,40,2,1,0,1,RS,RS,Y,54,1.0,10.0,N,0,445.0,0.0,1,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,948.0,948.0
40543,1,5,presencial,1,F,54,2,0,0,1,RN,RN,Y,105,1.0,20.0,N,1,954.0,0.0,0,0,0,0,0,1,1,0.0,0,Y, ,N, ,0,9.0,2.0,,,595.0,595.0
40544,1,15,internet,1,F,31,2,2,0,1,SP,SP,Y,5,1.0,8.0,N,1,294.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,806.0,806.0
40545,1,5,internet,1,F,54,2,0,0,1,RN,MG,N, ,1.0,3.0,N,1,373.0,0.0,0,0,0,0,0,1,1,0.0,0,Y,MG,Y,32,0,9.0,2.0,,,383.0,383.0
40546,1,5,internet,1,F,25,1,0,0,1,BA,BA,Y,84,1.0,5.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,4,,,,,459.0,459.0
40547,1,10,presencial,1,F,54,2,0,0,1,SP,SP,Y,5,1.0,23.0,N,1,2015.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,5.0,0.0,0.0,726.0,726.0
40548,2,10,internet,1,F,35,2,0,0,1,MG,MG,N, ,1.0,10.0,N,1,600.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,371.0,371.0
40549,1,20,internet,1,M,23,1,0,0,1,RS,RS,Y,58,1.0,24.0,N,1,900.0,0.0,1,0,0,0,0,0,0,0.0,0,Y,RS,Y,58,0,9.0,2.0,,,960.0,960.0
40550,1,15,internet,1,M,53,1,0,0,1,PB,PB,N, ,,1.0,N,1,670.0,0.0,0,0,0,0,0,0,0,0.0,0,N,PB,N, ,0,,,,,584.0,584.0
40551,1,10,presencial,1,F,36,3,2,0,1,SC,SC,Y,48,1.0,0.0,N,1,575.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,SC,Y,48,0,12.0,2.0,0.0,0.0,892.0,892.0
40552,1,20,internet,1,M,23,2,3,0,1,PR,PR,Y,44,1.0,23.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,5.0,,,872.0,872.0
40553,1,10,internet,1,M,48,4,1,0,1,RS,RS,Y,54,1.0,1.0,N,1,499.88,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,11.0,,945.0,945.0
40554,1,5,presencial,1,F,27,2,0,0,1,BA,BA,Y,84,1.0,6.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,456.0,456.0
40555,1,10,presencial,1,F,52,2,2,0,0, ,PE,Y,97,1.0,0.0,N,1,393.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,PE,Y,97,0,9.0,2.0,11.0,0.0,557.0,557.0
40556,1,10,presencial,1,F,56,2,6,0,1,PI,PA,Y,120,1.0,0.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,684.0,684.0
40557,1,10,presencial,1,M,23,1,0,0,1,MT,MS,Y,75,1.0,15.0,N,0,450.0,0.0,1,0,0,0,0,0,0,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,795.0,795.0
40558,1,15,presencial,1,M,60,1,3,0,1,CE,PA,Y,120,1.0,7.0,N,0,720.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,1.0,0.0,0.0,685.0,685.0
40559,1,10,presencial,1,M,40,1,0,0,1,BA,DF,Y,66,1.0,13.0,N,1,545.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,,,,724.0,724.0
40560,1,15,internet,1,F,49,2,1,0,1,ES,ES,Y,25,1.0,10.0,N,1,453.19,0.0,0,0,0,0,0,0,0,0.0,0,Y,ES,Y,25,0,9.0,2.0,,,297.0,297.0
40561,1,10,presencial,1,M,41,2,0,0,1,RS,RS,Y,58,1.0,25.0,N,1,742.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,5.0,0.0,0.0,962.0,962.0
40562,1,15,presencial,1,M,75,2,0,0,1,PE,PE,N, ,1.0,,N,1,1224.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,547.0,547.0
40563,1,15,internet,1,M,23,1,1,0,1,MA,MA,Y,125,1.0,20.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MA,Y,125,0,9.0,2.0,,,651.0,651.0
40564,1,5,internet,1,M,41,1,1,0,1,MA,MA,Y,125,1.0,27.0,N,1,909.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MA,Y,125,0,9.0,2.0,,,650.0,650.0
40565,1,15,presencial,1,F,45,2,0,0,1,MG,MG,Y,29,1.0,11.0,N,1,1010.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,MG,Y,29,0,9.0,5.0,0.0,0.0,321.0,321.0
40566,1,10,presencial,1,F,24,2,0,0,1,RS,RS,Y,58,1.0,1.0,N,1,504.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,Y,58,0,9.0,5.0,0.0,0.0,960.0,960.0
40567,1,5,presencial,1,F,52,2,0,0,1,PE,SP,Y,5,1.0,10.0,N,1,928.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,N, ,0,,,,,714.0,714.0
40568,1,25,presencial,1,F,23,1,0,0,1,CE,CE,Y,107,1.0,8.0,N,0,457.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,607.0,607.0
40569,1,5,internet,1,F,64,2,0,0,1,RN,RN,Y,105,1.0,10.0,N,1,1051.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,597.0,597.0
40570,7,25,presencial,1,F,48,2,0,0,1,MS,MS,Y,75,1.0,12.0,N,0,500.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,795.0,795.0
40571,1,10,internet,1,F,27,1,1,0,1,PE,PE,Y,97,0.0,0.0,N,1,505.62,0.0,0,0,0,0,0,0,0,0.0,0,Y,PE,Y,97,0,9.0,2.0,,,555.0,555.0
40572,1,20,internet,1,F,24,1,0,0,1,AP,AP,Y,123,5.0,5.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,5.0,,,689.0,689.0
40573,1,25,internet,1,F,37,1,0,0,1,BA,BA,Y,81,,,N,1,980.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,402.0,402.0
40574,1,10,presencial,1,M,44,2,1,0,1,RJ,RJ,Y,22,1.0,2.0,N,0,1254.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,289.0,289.0
40575,1,10,presencial,1,F,37,1,2,0,1,MG,DF,Y,66,2.0,1.0,N,0,381.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,Y,66,0,9.0,2.0,0.0,0.0,726.0,726.0
40576,1,5,presencial,1,M,55,4,0,0,1,SP,SP,Y,5,1.0,10.0,N,0,2000.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,0.0,0.0,0.0,0.0,236.0,236.0
40577,1,25,internet,1,F,30,1,0,0,1,BA,BA,Y,84,1.0,,N,1,390.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,455.0,455.0
40578,7,5,internet,1,F,24,2,0,0,1,PE,PE,Y,97,1.0,4.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,1.0,,,550.0,550.0
40579,2,20,internet,1,F,21,2,2,0,1,SP,SP,Y,12,1.0,,N,1,1050.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,16.0,5.0,,,186.0,186.0
40580,1,15,internet,1,F,62,1,0,0,1,BA,BA,N, ,1.0,2.0,N,1,351.33,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,484.0,484.0
40581,1,15,internet,1,F,43,1,1,0,1,PE,PE,Y,97,1.0,,N,1,470.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,542.0,542.0
40582,1,10,correio,1,M,68,1,3,0,1,AM,AM,Y,118,1.0,1.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,1.0,11.0,,690.0,690.0
40583,1,15,internet,1,M,27,1,0,0,1,PB,PA,Y,117,1.0,2.0,N,1,360.5,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,2.0,,,661.0,661.0
40584,1,10,presencial,1,F,49,2,0,0,1,CE,CE,Y,107,1.0,2.0,N,0,680.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,13.0,4.0,0.0,0.0,616.0,616.0
40585,1,15,presencial,1,M,50,2,0,0,1,RS,RS,Y,58,1.0,30.0,N,0,450.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,2.0,4.0,0.0,0.0,960.0,960.0
40586,1,5,internet,1,F,33,1,0,0,1,GO,DF,Y,66,1.0,16.0,N,1,350.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,5.0,,,722.0,722.0
40587,1,1,presencial,1,F,42,1,4,0,1,PE,AL,Y,100,1.0,16.0,N,1,400.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,2.0,4.0,0.0,0.0,570.0,570.0
40588,1,15,presencial,1,F,26,1,1,0,0, ,RJ,Y,22,2.0,0.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,11.0,4.0,11.0,0.0,286.0,286.0
40589,1,5,presencial,1,F,40,2,1,0,1,PE,PE,N, ,2.0,4.0,N,0,391.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,Y,97,0,9.0,2.0,0.0,0.0,558.0,558.0
40590,2,5,internet,1,M,31,2,0,0,1,ES,ES,N, ,2.0,1.0,N,1,714.86,0.0,0,0,0,0,0,0,0,0.0,0,Y,ES,Y,25,0,10.0,2.0,,,291.0,291.0
40591,1,25,presencial,1,F,39,1,0,0,1,RS,RS,N, ,1.0,14.0,N,1,661.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,Y,58,0,9.0,2.0,0.0,0.0,960.0,960.0
40592,1,25,internet,1,F,38,2,1,0,1,BA,BA,Y,85,0.0,0.0,N,1,410.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,BA,N, ,0,9.0,2.0,,,489.0,489.0
40593,7,20,presencial,1,M,36,2,1,0,1,BA,BA,Y,86,1.0,2.0,N,1,666.0,1200.0,0,1,0,0,0,1,1,40000.0,1,Y,SP,Y,5,0,9.0,2.0,11.0,0.0,440.0,440.0
40594,1,25,presencial,1,F,25,6,0,0,1,RS,RS,N, ,1.0,7.0,N,0,400.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,Y,54,0,9.0,2.0,0.0,0.0,956.0,956.0
40595,1,20,presencial,1,M,37,2,0,0,1,ES,ES,Y,25,1.0,4.0,N,0,355.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,0.0,0.0,291.0,291.0
40596,2,10,internet,1,M,68,4,0,0,1,BA,BA,Y,84,1.0,12.0,N,1,381.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,454.0,454.0
40597,2,10,internet,1,F,17,1,0,0,1,GO,GO,Y,67,1.0,1.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,Y,67,0,11.0,5.0,11.0,,765.0,765.0
40598,1,10,internet,1,F,44,1,0,0,1,PE,PE,N, ,1.0,5.0,N,1,350.0,0.0,0,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,533.0,533.0
